date,The Glory (TV series),Moving (South Korean TV series),My Demon,King the Land,Gyeongseong Creature,Twinkling Watermelon,Death's Game,Crash Course in Romance,Welcome to Samdal-ri,Celebrity (South Korean TV series),A Time Called You,Perfect Marriage Revenge,See You in My 19th Life,The Good Bad Mother,My Lovely Liar,Doona!,Love to Hate You (TV series),Daily Dose of Sunshine,Destined with You
2022-06-01,,185,,,,,,,,,121,,,,,,,,
2022-06-02,,169,,,,,,,,,119,,,,,,,,
2022-06-03,,179,,,,,,,,,121,,,,,,,,
2022-06-04,,163,,,,,,,,,143,,,,,,,,
2022-06-05,,204,,,,,,,,,125,,,,,,,,
2022-06-06,,156,,,,,,,,,163,,,,,,,,
2022-06-07,,170,,,,,,,,,141,,,,,,,,
2022-06-08,,198,,,,,,,,,159,,,,,,,,
2022-06-09,,190,,,,,,,,,146,,,,,,134.0,,
2022-06-10,,151,,,,,,,,,97,,,,,,83.0,,
2022-06-11,,188,,,,,,,,,106,,,,,,90.0,,
2022-06-12,,209,,,,,,,,,145,,,,,,91.0,,
2022-06-13,,210,,,,,,,,,175,,,,,,74.0,,
2022-06-14,,231,,,,,,,,,140,,,,,,88.0,,
2022-06-15,,187,,,,,,,,,113,,,,,,69.0,,
2022-06-16,,197,,,,,,,,,109,,,,,,74.0,,
2022-06-17,,185,,,,,,,,,114,,,,,,71.0,,
2022-06-18,,328,,,1.0,,,,,,136,,,,,,78.0,,
2022-06-19,,653,,,,,,,,,153,,,,,,102.0,,
2022-06-20,,564,,,,,,,,,152,,,,,,89.0,,
2022-06-21,,460,,,,,,,,,147,,,,,,67.0,,
2022-06-22,,341,,,,,,,,,149,,,,,,82.0,,
2022-06-23,,308,,,,,,,,,114,,,,,,94.0,,
2022-06-24,,266,,,,,,,,,146,,,,,,538.0,,
2022-06-25,,267,,,,,,,,,126,,,,,,1135.0,,
2022-06-26,,377,,,,,,,,,153,,,,,,1216.0,,
2022-06-27,,266,,,,,,,,,128,,,,,,832.0,,
2022-06-28,,263,,,0.0,,,,,,128,,,,,,704.0,,
2022-06-29,,200,,,,,,,,,123,,,,,,596.0,,
2022-06-30,,225,,,3.0,,,,,,137,,,,,,470.0,,
2022-07-01,,206,,,,,,,,,125,,,,,,421.0,,
2022-07-02,,220,,,,,,,,,131,,,,,,470.0,,
2022-07-03,,282,,,,,,,,,146,,,,,,422.0,,
2022-07-04,,256,,,,,,,,,139,,,,,,363.0,,
2022-07-05,,283,,,,,,,,,103,,,,,,371.0,,
2022-07-06,,243,,,0.0,,,,,,156,,,,,,317.0,,
2022-07-07,,225,,0.0,,,,,,,147,,,,,,234.0,,
2022-07-08,,172,,,,,,,,,150,,,,,,234.0,,
2022-07-09,,210,,,,,,,,,133,,,,,,190.0,,
2022-07-10,,318,,,,,,,,,182,,,,,,281.0,,
2022-07-11,,319,,,,,,,,,182,,,,,,222.0,,
2022-07-12,,635,,,,,,,,,160,,,,,,192.0,,
2022-07-13,,375,,,,,,,,,159,,,,,,161.0,,
2022-07-14,,301,,,,,,,,,172,,,,,,194.0,,
2022-07-15,,263,,,1.0,,,,,,122,,,,,,186.0,,
2022-07-16,,318,,,,,,,,,133,,,,,,193.0,,
2022-07-17,,354,,,,,,,,,115,,,,,,179.0,,
2022-07-18,,306,,1.0,,,,,,,116,,,,,,172.0,,
2022-07-19,,321,,,,,,,,,101,,,,,,155.0,,
2022-07-20,,321,,,,,,,,,99,,,,,,155.0,,
2022-07-21,,260,,3.0,,,,,,,130,,,,,,136.0,5.0,
2022-07-22,,222,,,,,,,,,138,,,,,,127.0,0.0,
2022-07-23,,255,,,,,,,,,114,,,,,,123.0,0.0,
2022-07-24,65.0,290,,,,,,,,,164,,,,,,134.0,,
2022-07-25,39.0,271,,,,,,,,,139,,,,,,173.0,,
2022-07-26,44.0,263,,,,,,,,,182,,,,,,139.0,,
2022-07-27,32.0,284,,,,,,,,,159,,,,,,141.0,2.0,
2022-07-28,39.0,252,,,,,,,,,116,,,,,,107.0,0.0,
2022-07-29,51.0,263,,,,,,,,,152,,,,,,117.0,,
2022-07-30,46.0,254,,,,,,,,,219,,,,,,124.0,,
2022-07-31,40.0,290,,,,,,,,,181,,,,,,107.0,,
2022-08-01,67.0,292,,,,,,,,,206,,,,,,145.0,,
2022-08-02,50.0,343,,,1.0,,,,,,167,,,,,,113.0,,
2022-08-03,60.0,262,,,441.0,,,,,,169,,,,,,123.0,,
2022-08-04,70.0,231,,1.0,653.0,,,,,,150,,,,,,96.0,,
2022-08-05,78.0,269,,0.0,522.0,,,,,,146,,,,,,109.0,,
2022-08-06,95.0,278,,,505.0,,,,,,187,,,,,,98.0,,
2022-08-07,70.0,332,,,560.0,,,,,,181,,,,,,116.0,,
2022-08-08,84.0,330,,,472.0,,,,,,182,,,,,,128.0,,
2022-08-09,77.0,299,,1.0,627.0,,,,,,199,,,,,,101.0,,
2022-08-10,82.0,269,,1.0,459.0,,,,,,193,,,,,,122.0,,
2022-08-11,56.0,260,,,560.0,,,,,,184,,,,,,82.0,,
2022-08-12,65.0,251,,2.0,532.0,,,,,,177,,,,,,108.0,,
2022-08-13,40.0,280,,,526.0,,,,,,194,,,,,,121.0,,
2022-08-14,82.0,378,,,543.0,,,,,,243,,,,,,109.0,3.0,
2022-08-15,60.0,298,,,495.0,,,,,,194,,,,,,130.0,,
2022-08-16,69.0,282,,,432.0,,,,,,204,,,,,,110.0,,
2022-08-17,64.0,305,,,490.0,,,,,,199,,,,,,107.0,,
2022-08-18,38.0,274,,,407.0,,,,,,194,,,,,,106.0,,
2022-08-19,50.0,257,,1.0,389.0,,,,,,181,,,,,,108.0,,
2022-08-20,53.0,330,,,414.0,,,,,,211,,,,,,113.0,,
2022-08-21,76.0,311,,,387.0,,,,,,210,,,,,,98.0,1.0,
2022-08-22,53.0,274,,,373.0,,,,,,183,,,,,,117.0,,
2022-08-23,73.0,276,,,339.0,,,,,,170,,,,,,90.0,,
2022-08-24,98.0,305,,1.0,369.0,,,,,,163,,,,,,111.0,,
2022-08-25,71.0,291,,,356.0,,,,,,175,,,,,,101.0,,
2022-08-26,46.0,364,,,338.0,,,,,,176,,,,,,112.0,,
2022-08-27,53.0,404,,,329.0,,,,,,148,,,,,,112.0,1.0,
2022-08-28,66.0,755,,,342.0,,,,,,197,,,,,,115.0,,
2022-08-29,70.0,975,,1.0,450.0,,,,,,181,,,,,,109.0,,
2022-08-30,76.0,634,,,367.0,,,,,,190,,,,,,81.0,,
2022-08-31,72.0,436,,,376.0,,,,,,174,,,,,,106.0,,
2022-09-01,68.0,372,,1.0,356.0,,,,,,190,,,,,,95.0,,
2022-09-02,81.0,226,,,352.0,,,,,,230,,,,,,86.0,2.0,
2022-09-03,99.0,250,,,461.0,,,,,,188,,,,,,131.0,,
2022-09-04,91.0,339,,,653.0,,,,,,250,,,,,,140.0,,
2022-09-05,74.0,253,,,659.0,,,,,,252,,,,,,131.0,,
2022-09-06,89.0,261,,,538.0,,,,,,227,,,,,,138.0,,
2022-09-07,70.0,240,,,503.0,,,,,,197,,,,,,150.0,,
2022-09-08,61.0,229,,,373.0,,,,,,158,,,,,,114.0,,
2022-09-09,60.0,277,,,435.0,,,,,,187,,,,,,103.0,,
2022-09-10,95.0,246,,,541.0,,,,,,205,,,,,,137.0,1.0,
2022-09-11,85.0,246,,,796.0,,,,,,218,,,,,,115.0,,
2022-09-12,68.0,221,,,657.0,,,,,,207,,,,,,95.0,,
2022-09-13,96.0,240,,1.0,550.0,,,,,,228,,,,,,93.0,,
2022-09-14,84.0,195,,0.0,496.0,,,,,,208,,,,,,101.0,,
2022-09-15,84.0,181,,,433.0,,,,,,222,,,,,,83.0,,
2022-09-16,87.0,241,,,446.0,,,,,,209,,,,,,171.0,,
2022-09-17,74.0,204,,,576.0,,,,,,221,,,,,,106.0,,
2022-09-18,105.0,222,,1.0,729.0,,,,,,316,,,,,,116.0,,
2022-09-19,92.0,213,,,565.0,,,,,,239,,,,,,80.0,,
2022-09-20,77.0,202,,,515.0,,,,,,214,,,,,,104.0,,
2022-09-21,82.0,197,,,455.0,,,,,,181,,,,,,118.0,,
2022-09-22,100.0,195,,,536.0,,,,,,224,,,,,,100.0,,
2022-09-23,78.0,207,,,511.0,,,,,,213,,,,,,72.0,,
2022-09-24,401.0,202,,1.0,592.0,,,,,,224,,,,,,99.0,,
2022-09-25,239.0,256,,,853.0,,,,,40.0,202,,,,,,148.0,,
2022-09-26,266.0,204,,,816.0,,,,,64.0,231,,,,,,124.0,,
2022-09-27,212.0,230,,290.0,863.0,,,,,62.0,236,,,,,,126.0,,
2022-09-28,171.0,179,,236.0,2571.0,,,,,39.0,198,,,,,,94.0,,
2022-09-29,164.0,193,,236.0,1115.0,,,,,58.0,174,,,,,,122.0,,
2022-09-30,156.0,196,,260.0,868.0,,,,,36.0,176,,,,,,91.0,,
2022-10-01,143.0,193,,181.0,737.0,,,,,32.0,164,,,,,,111.0,,
2022-10-02,129.0,208,,227.0,683.0,,,,,44.0,210,,,,,,90.0,,
2022-10-03,148.0,202,,210.0,770.0,,,,,31.0,166,,,,,,110.0,,
2022-10-04,137.0,177,,176.0,642.0,,,,,34.0,160,,,,,,110.0,,
2022-10-05,145.0,213,,186.0,582.0,,,,,43.0,191,,,,,,86.0,,
2022-10-06,130.0,193,,196.0,542.0,,,,,37.0,220,,,,,,88.0,,
2022-10-07,111.0,165,,172.0,596.0,,,,,38.0,199,,,,,,91.0,,
2022-10-08,131.0,186,,271.0,667.0,,,,,49.0,267,,,,,,134.0,,
2022-10-09,139.0,200,,307.0,1649.0,,,,,60.0,366,,,,,,137.0,,
2022-10-10,147.0,210,,200.0,1460.0,,,,,42.0,334,,,,,,104.0,,
2022-10-11,145.0,177,,210.0,902.0,,,,,39.0,216,,,,,,79.0,,
2022-10-12,125.0,219,,181.0,705.0,,,,,39.0,222,,,,,,76.0,,
2022-10-13,125.0,201,,191.0,669.0,,,,,20.0,194,,,,,,91.0,,
2022-10-14,106.0,154,,154.0,513.0,,,,,43.0,165,,,,,,106.0,,
2022-10-15,102.0,198,,170.0,534.0,,,,,82.0,161,,,,,,79.0,,
2022-10-16,133.0,204,,234.0,516.0,,,,,74.0,200,,,,,,91.0,,
2022-10-17,141.0,186,,225.0,447.0,,,,,56.0,166,,,,,,81.0,,
2022-10-18,124.0,184,,155.0,453.0,,,,,33.0,174,,,,,,82.0,,
2022-10-19,115.0,212,,183.0,389.0,,,,,47.0,181,,,,,,84.0,,
2022-10-20,156.0,195,,177.0,362.0,,,,,42.0,200,,,,,,107.0,0.0,
2022-10-21,103.0,248,,165.0,375.0,,,,,42.0,170,,,,,,111.0,,
2022-10-22,143.0,309,,191.0,508.0,,,,,54.0,235,,,,,,115.0,,
2022-10-23,174.0,268,,203.0,602.0,,,,,49.0,229,,,,,,78.0,1.0,
2022-10-24,227.0,298,,176.0,511.0,,,,,68.0,205,,,,,,101.0,,
2022-10-25,211.0,224,,150.0,674.0,,,,,58.0,188,,,,,,120.0,1.0,
2022-10-26,290.0,222,,150.0,605.0,,,,,33.0,205,,,,,,58.0,,
2022-10-27,285.0,252,,161.0,614.0,,,,,69.0,186,,,,,,114.0,,
2022-10-28,189.0,267,,136.0,487.0,,,,,46.0,175,,,,,,84.0,,
2022-10-29,211.0,279,,161.0,466.0,,,,,52.0,195,,,,,,87.0,,
2022-10-30,247.0,292,,207.0,579.0,,,,,56.0,194,,,,,,94.0,,
2022-10-31,229.0,227,,196.0,537.0,,,,,56.0,190,,,,,,83.0,,
2022-11-01,212.0,227,,192.0,483.0,,,,,34.0,195,,,,,,77.0,,
2022-11-02,242.0,196,,200.0,498.0,,,,,45.0,189,,,,,,82.0,1.0,
2022-11-03,279.0,228,,164.0,1435.0,,,,,51.0,245,,,,,,75.0,,
2022-11-04,291.0,203,,161.0,1782.0,,,,,47.0,211,,,,,,86.0,,
2022-11-05,240.0,181,,191.0,1051.0,,,,,49.0,272,,,,,,78.0,,
2022-11-06,205.0,203,,223.0,920.0,,,,,51.0,273,,,,,,83.0,,
2022-11-07,208.0,243,,200.0,724.0,,,,,56.0,237,,,,,,71.0,,
2022-11-08,245.0,203,,237.0,611.0,,,,,37.0,227,,,,,,65.0,,
2022-11-09,258.0,194,,221.0,518.0,,,,,38.0,221,,,,,,80.0,,
2022-11-10,278.0,278,,174.0,568.0,,,,,37.0,193,,,,,,63.0,,
2022-11-11,306.0,228,,149.0,452.0,,,,,46.0,195,,,,,,86.0,,
2022-11-12,320.0,244,,214.0,463.0,,,,,37.0,196,,,,,,85.0,,
2022-11-13,335.0,245,,250.0,507.0,,,,,53.0,202,,,,,,83.0,,
2022-11-14,322.0,240,,238.0,458.0,,,,,64.0,190,,,,,,108.0,1.0,
2022-11-15,319.0,278,,183.0,466.0,,,,,60.0,177,,9.0,,,,96.0,,
2022-11-16,266.0,280,,164.0,491.0,,,,,49.0,174,,4.0,,,,80.0,1.0,
2022-11-17,329.0,267,,182.0,405.0,,,,,64.0,189,,1.0,,,,73.0,,
2022-11-18,271.0,222,,195.0,425.0,,,,,40.0,197,,,,,,82.0,,
2022-11-19,275.0,205,,190.0,381.0,,,,,60.0,183,,,,,,86.0,,
2022-11-20,314.0,256,,266.0,406.0,,,,,52.0,200,,1.0,,,,99.0,,
2022-11-21,345.0,279,,212.0,378.0,,,,,40.0,202,,,,,,77.0,,
2022-11-22,327.0,250,,208.0,423.0,,,,,54.0,195,,5.0,,,,74.0,,
2022-11-23,372.0,325,,213.0,566.0,,,177.0,,64.0,175,,,,,,46.0,,
2022-11-24,356.0,256,,203.0,458.0,,,152.0,,48.0,196,,3.0,,,,52.0,,
2022-11-25,350.0,298,,197.0,432.0,,,113.0,,46.0,174,,1.0,,,,57.0,1.0,
2022-11-26,303.0,317,,230.0,459.0,,,109.0,,44.0,208,,,,,,72.0,,
2022-11-27,375.0,250,,263.0,401.0,,,169.0,,63.0,295,,3.0,,,,104.0,1.0,
2022-11-28,294.0,229,,405.0,409.0,,,134.0,,44.0,213,,,,,,99.0,,
2022-11-29,331.0,202,,262.0,377.0,,,154.0,,59.0,230,,2.0,,,,152.0,,
2022-11-30,312.0,347,,174.0,466.0,,,141.0,,33.0,180,,,,,,137.0,,
2022-12-01,2180.0,301,,190.0,371.0,,,119.0,,54.0,175,,,,,,127.0,1.0,
2022-12-02,1169.0,239,,181.0,335.0,,,143.0,,45.0,146,,,,,,92.0,0.0,
2022-12-03,812.0,190,,165.0,351.0,,,130.0,,36.0,220,,,,,,86.0,1.0,
2022-12-04,665.0,199,,194.0,372.0,,,137.0,,44.0,192,,,,,,72.0,,
2022-12-05,550.0,251,,218.0,383.0,,,159.0,,45.0,197,,,,,,85.0,,
2022-12-06,621.0,219,,174.0,424.0,,,108.0,,38.0,180,,,,,,75.0,,
2022-12-07,574.0,242,,190.0,472.0,,,108.0,,26.0,180,,,,,,77.0,,
2022-12-08,2748.0,499,,183.0,434.0,,,407.0,,31.0,167,,2.0,,,,81.0,1.0,
2022-12-09,1124.0,229,,213.0,359.0,,,229.0,,49.0,172,,,,,,112.0,,
2022-12-10,953.0,355,,207.0,344.0,,,149.0,,56.0,172,,,,,,191.0,0.0,
2022-12-11,891.0,714,,225.0,394.0,,,196.0,,55.0,180,,,,,,240.0,,
2022-12-12,1253.0,804,,205.0,317.0,,,170.0,,60.0,241,,56.0,,,511.0,217.0,,
2022-12-13,842.0,620,,239.0,434.0,,,272.0,,44.0,192,,40.0,,,281.0,178.0,,
2022-12-14,713.0,421,,245.0,401.0,,,512.0,,43.0,177,,41.0,,,211.0,152.0,,
2022-12-15,1521.0,358,,220.0,380.0,,,241.0,,35.0,175,,222.0,,,187.0,125.0,,
2022-12-16,1011.0,395,,179.0,370.0,,,179.0,,28.0,189,,206.0,,,132.0,121.0,,
2022-12-17,812.0,467,,139.0,398.0,,,173.0,,30.0,173,,167.0,,,113.0,119.0,,
2022-12-18,706.0,639,,173.0,380.0,,,148.0,,27.0,230,,177.0,,,90.0,118.0,,
2022-12-19,721.0,691,,191.0,366.0,,,139.0,,33.0,202,,170.0,,,104.0,113.0,3.0,
2022-12-20,1240.0,644,,207.0,369.0,,,131.0,,41.0,205,,136.0,,,108.0,81.0,,
2022-12-21,1124.0,660,,205.0,417.0,,,152.0,,40.0,218,,140.0,,,128.0,112.0,,
2022-12-22,1529.0,584,,177.0,350.0,,,335.0,,31.0,226,,170.0,,,118.0,119.0,,
2022-12-23,1222.0,428,,186.0,316.0,,,221.0,,48.0,218,,159.0,,,135.0,83.0,,
2022-12-24,1035.0,386,,159.0,358.0,,,181.0,,46.0,211,,128.0,,,116.0,94.0,,
2022-12-25,932.0,564,,219.0,381.0,,,156.0,,36.0,191,,186.0,,,106.0,63.0,,
2022-12-26,1493.0,704,,229.0,487.0,,,301.0,,51.0,269,,189.0,,,148.0,85.0,,
2022-12-27,1411.0,699,,263.0,517.0,,,257.0,,48.0,249,,207.0,,,165.0,136.0,1.0,
2022-12-28,1823.0,669,,240.0,504.0,,,245.0,,51.0,214,,249.0,,,137.0,140.0,,
2022-12-29,2114.0,626,,278.0,503.0,,,268.0,,62.0,251,,430.0,,,128.0,152.0,,
2022-12-30,28183.0,508,,331.0,422.0,,,287.0,,53.0,241,,269.0,,,126.0,134.0,,
2022-12-31,44368.0,462,,470.0,422.0,,,265.0,,58.0,253,,243.0,,,110.0,83.0,0.0,
2023-01-01,51620.0,882,,474.0,490.0,,,428.0,,76.0,365,,279.0,,,142.0,135.0,,
2023-01-02,64494.0,1113,,482.0,629.0,,,511.0,,73.0,390,,324.0,,,204.0,162.0,3.0,
2023-01-03,64303.0,728,,419.0,600.0,,,492.0,,64.0,338,,290.0,,,198.0,153.0,,
2023-01-04,64486.0,594,,577.0,549.0,,,1018.0,,65.0,335,,290.0,,,165.0,135.0,,
2023-01-05,56139.0,692,,416.0,536.0,,,505.0,,70.0,361,,325.0,,,183.0,121.0,19.0,
2023-01-06,51428.0,533,,347.0,537.0,,,509.0,,58.0,333,,256.0,,,195.0,136.0,39.0,
2023-01-07,49439.0,731,,328.0,547.0,,,509.0,,66.0,373,,277.0,,,177.0,149.0,25.0,
2023-01-08,45064.0,1008,,323.0,559.0,,,639.0,,59.0,330,,291.0,,,189.0,149.0,26.0,
2023-01-09,37068.0,2031,,318.0,585.0,,,782.0,,60.0,363,,304.0,,,171.0,115.0,124.0,
2023-01-10,31374.0,1660,,286.0,485.0,,,701.0,,53.0,321,,230.0,,,163.0,110.0,135.0,
2023-01-11,27652.0,1185,,279.0,449.0,,,638.0,,75.0,290,,268.0,,,138.0,106.0,149.0,
2023-01-12,24615.0,815,,340.0,509.0,,,628.0,,60.0,330,,246.0,,,174.0,104.0,134.0,
2023-01-13,23022.0,573,,324.0,513.0,,,1359.0,,67.0,318,,209.0,,,148.0,1243.0,151.0,
2023-01-14,26364.0,591,,327.0,552.0,,,5039.0,,60.0,349,,262.0,,,158.0,590.0,126.0,
2023-01-15,26167.0,553,,332.0,577.0,,,10595.0,,49.0,361,,298.0,,,190.0,497.0,132.0,
2023-01-16,22045.0,631,,321.0,532.0,,,10918.0,,55.0,390,,302.0,,,135.0,438.0,143.0,
2023-01-17,21478.0,609,,1382.0,2764.0,,,8549.0,,238.0,2478,,632.0,317.0,,1319.0,563.0,661.0,18.0
2023-01-18,21461.0,409,6.0,609.0,1280.0,,,6005.0,,149.0,949,,350.0,303.0,,569.0,517.0,280.0,2.0
2023-01-19,21018.0,430,1.0,388.0,891.0,,,5968.0,,104.0,633,,357.0,209.0,,333.0,465.0,219.0,0.0
2023-01-20,20828.0,448,,377.0,783.0,,,5813.0,,81.0,566,,304.0,231.0,,239.0,326.0,187.0,0.0
2023-01-21,20263.0,440,,396.0,738.0,,,8658.0,,93.0,471,,315.0,298.0,,207.0,308.0,154.0,0.0
2023-01-22,20263.0,457,,388.0,687.0,,,12704.0,,82.0,462,,356.0,297.0,,238.0,330.0,192.0,
2023-01-23,19325.0,447,1.0,332.0,662.0,,,13646.0,,70.0,493,,384.0,319.0,,223.0,275.0,204.0,
2023-01-24,16599.0,455,,308.0,581.0,,,9939.0,,94.0,397,,341.0,264.0,,199.0,232.0,168.0,
2023-01-25,16455.0,412,,285.0,642.0,,,8130.0,,60.0,393,,385.0,319.0,,209.0,255.0,158.0,
2023-01-26,14825.0,398,,255.0,660.0,,,7184.0,,77.0,387,,309.0,239.0,,168.0,710.0,158.0,
2023-01-27,13897.0,394,,379.0,576.0,,,6967.0,,83.0,363,,334.0,195.0,,191.0,409.0,170.0,
2023-01-28,15232.0,389,,332.0,611.0,,,9612.0,,67.0,411,,362.0,187.0,,174.0,317.0,145.0,0.0
2023-01-29,15854.0,399,,310.0,666.0,,,15266.0,,58.0,361,,544.0,257.0,,174.0,386.0,177.0,
2023-01-30,14564.0,379,,302.0,532.0,,,13623.0,,87.0,376,,554.0,201.0,,173.0,470.0,152.0,1.0
2023-01-31,12604.0,423,,282.0,461.0,,,9050.0,,73.0,337,,465.0,186.0,,140.0,341.0,154.0,
2023-02-01,11376.0,322,,249.0,506.0,,,7348.0,,63.0,328,,346.0,180.0,,139.0,332.0,131.0,
2023-02-02,11088.0,356,,249.0,468.0,,,6535.0,,65.0,264,,492.0,176.0,,149.0,379.0,143.0,
2023-02-03,10768.0,351,,249.0,488.0,,,6497.0,,42.0,355,,427.0,158.0,,143.0,319.0,169.0,
2023-02-04,11484.0,332,,288.0,534.0,,,10011.0,,52.0,369,,423.0,191.0,,122.0,367.0,145.0,0.0
2023-02-05,11931.0,334,,336.0,545.0,,,16479.0,,66.0,354,,500.0,180.0,,152.0,425.0,123.0,0.0
2023-02-06,10031.0,304,2.0,309.0,526.0,,,14513.0,,56.0,355,,401.0,164.0,,111.0,542.0,134.0,
2023-02-07,10299.0,326,,258.0,565.0,,,10542.0,,67.0,298,,455.0,164.0,,278.0,402.0,143.0,
2023-02-08,8330.0,280,,241.0,512.0,,,8767.0,,60.0,342,,375.0,136.0,,186.0,443.0,138.0,
2023-02-09,11091.0,324,,250.0,518.0,,,7823.0,,77.0,334,,316.0,168.0,,141.0,668.0,143.0,
2023-02-10,10626.0,290,,303.0,559.0,,,7698.0,,52.0,287,,524.0,141.0,,155.0,8984.0,143.0,
2023-02-11,10758.0,304,,405.0,538.0,,,11555.0,,60.0,318,,516.0,152.0,,170.0,18544.0,149.0,
2023-02-12,11020.0,320,,429.0,636.0,,,20064.0,,60.0,378,,553.0,174.0,,165.0,18321.0,162.0,
2023-02-13,8622.0,285,,369.0,591.0,,,15583.0,,66.0,276,,451.0,120.0,,135.0,10053.0,145.0,
2023-02-14,7044.0,270,2.0,626.0,576.0,,,9545.0,,62.0,273,,338.0,121.0,,167.0,9163.0,134.0,
2023-02-15,7202.0,236,,450.0,577.0,,,8002.0,,67.0,315,,448.0,108.0,,166.0,10438.0,137.0,
2023-02-16,7427.0,251,0.0,373.0,529.0,,,7875.0,,52.0,301,,556.0,146.0,,196.0,9709.0,106.0,
2023-02-17,7433.0,251,,393.0,601.0,,,9113.0,,56.0,273,,662.0,119.0,,148.0,11317.0,128.0,0.0
2023-02-18,8198.0,286,,373.0,662.0,,,14343.0,,39.0,307,,660.0,121.0,,161.0,12459.0,132.0,
2023-02-19,8053.0,344,,381.0,658.0,,,21312.0,,67.0,334,,929.0,156.0,,151.0,12189.0,150.0,0.0
2023-02-20,7461.0,310,,326.0,591.0,,,18662.0,,66.0,363,,844.0,148.0,,198.0,9988.0,143.0,
2023-02-21,7002.0,329,,347.0,691.0,,,10494.0,,70.0,345,,698.0,121.0,,185.0,8630.0,128.0,
2023-02-22,6661.0,293,,312.0,597.0,,,8246.0,,56.0,307,,643.0,120.0,,162.0,7655.0,135.0,
2023-02-23,9614.0,256,,303.0,575.0,,,7031.0,,67.0,327,,662.0,127.0,,385.0,6841.0,145.0,
2023-02-24,8446.0,313,0.0,266.0,591.0,,,6822.0,,76.0,295,,647.0,141.0,,324.0,6688.0,139.0,
2023-02-25,9230.0,348,,260.0,844.0,,,9712.0,,94.0,308,,734.0,138.0,,274.0,6857.0,140.0,
2023-02-26,9323.0,311,,327.0,753.0,,,15547.0,,78.0,303,,863.0,139.0,,210.0,6867.0,136.0,
2023-02-27,8247.0,255,,288.0,687.0,,,12964.0,,70.0,310,,692.0,149.0,,208.0,5229.0,142.0,
2023-02-28,8170.0,283,,296.0,645.0,,,8913.0,,77.0,312,,642.0,138.0,,147.0,4953.0,147.0,
2023-03-01,7601.0,298,2.0,260.0,583.0,,,7979.0,,61.0,283,,549.0,117.0,,132.0,4625.0,140.0,
2023-03-02,7918.0,252,1.0,233.0,518.0,,,7648.0,,63.0,269,,497.0,136.0,,115.0,4238.0,121.0,0.0
2023-03-03,7946.0,244,0.0,246.0,591.0,,,8003.0,,51.0,251,,500.0,122.0,,120.0,4040.0,139.0,
2023-03-04,9315.0,261,0.0,339.0,646.0,,,12610.0,,53.0,297,,622.0,145.0,,136.0,4608.0,141.0,
2023-03-05,9798.0,309,,300.0,838.0,,,22349.0,,71.0,300,,1046.0,209.0,,171.0,4766.0,148.0,
2023-03-06,9068.0,333,,289.0,769.0,,,21664.0,,75.0,351,,869.0,326.0,,153.0,3844.0,166.0,
2023-03-07,9455.0,320,,246.0,736.0,,,13060.0,,74.0,373,,696.0,332.0,,184.0,3647.0,172.0,
2023-03-08,10287.0,273,,242.0,807.0,,,10380.0,,51.0,317,,728.0,213.0,,144.0,3436.0,152.0,
2023-03-09,12085.0,258,,267.0,642.0,,,9072.0,,63.0,367,,638.0,216.0,,151.0,3386.0,158.0,
2023-03-10,57900.0,425,,248.0,612.0,,,7861.0,,60.0,395,,518.0,511.0,,201.0,3068.0,136.0,
